	sector	country	year	language	sdgs3	sdgs13
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481453/original/CoP_Arriva_Hospitality_Group_2018.pdf?1576004377	Travel & Leisure	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481455/original/Carta_de_renovaci%C3%B3n_de_compromiso_19.pdf?1576014766	Travel & Leisure	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481456/original/CoP_MPR_2019_ok_.pdf?1576028194	Mining	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481457/original/190827_E_Nabtesco_all_3.pdf?1576038018	General Industrials	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481460/original/COP2019.pdf?1576047575	Food Producers	Bulgaria	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481462/original/COP_Arteria_Technologies_Pvt_Ltd__.pdf?1576048523	Software & Computer Services	India	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481463/original/ir_all.pdf?1576048810	Construction & Materials	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481464/original/2018%EB%86%8D%ED%98%91%EC%82%AC%ED%9A%8C%EA%B3%B5%ED%97%8C%EB%B3%B4%EA%B3%A0%EC%84%9C.pdf?1576052441	Banks	Korea, Repub...	2019	Korean	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481466/original/INFORME_DE_PROGRESO_PACTO_MUNDIAL__REV0.pdf?1576053480	Support Services	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481468/original/www_mbank_pl_en_annual-report_2018_.pdf?1576055505	Banks	Poland	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481469/original/NPG_AR19E_FINAL_0927.pdf?1576056314	Forestry & Paper	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481470/original/npg_csrr2019_e_all.pdf?1576056314	Forestry & Paper	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481471/original/Zuellig_Pharma_Communication_on_Progress_2019.pdf?1576056540	Pharmaceuticals & Biotechno...	Singapore	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481475/original/%D0%9E%D1%82%D1%87%D0%B5%D1%82_%D0%B0%D0%BB%D0%B8%D0%B2%D0%B0%D1%80%D0%B8%D1%8F_2018_web_04-12-19.pdf?1576059934	Beverages	Belarus	2019	Russian	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481478/original/Communication_on_Progress_2020.pdf?1576062146	Real Estate Investment & Se...	Spain	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481479/original/INFORME_DE_DESARROLLO_SOSTENIBLE__UHY_2018_.pdf?1576063213	Support Services	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481483/original/Growing_With_Purpose-_Sustainability_Report_2018_copy.pdf?1576067427	Support Services	United State...	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481484/original/RSC_PRIMAFLOR_-17-18_ESP.pdf?1576067539	Food Producers	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481485/original/COP_2019.pdf?1576070384	General Industrials	Austria	2019	German	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481489/original/rapport-activite-2018-BD.pdf?1576077668	Health Care Equipment & Ser...	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481490/original/20191110_COP_Tompla_2018.pdf?1576078327	General Industrials	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481491/original/Informe_de_Progreso_2018_final.pdf?1576079241	Diversified	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481492/original/2018-19_Sustainability_SDGs_Update.pdf?1576079273	Support Services	United State...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481493/original/EC_COP2019_V2.pdf?1576079324	Diversified	France	2019	French	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481494/original/coP_Alliacom_2019-11-20.pdf?1576079347	Software & Computer Services	France	2019	French	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481495/original/TSKB_IntegratedReport_2018.pdf?1576080201	Banks	Turkey	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481496/original/IDEMIA_CSR-Report-2018_24p_201912_web.pdf?1576080593	Technology Hardware & Equip...	France	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481497/original/UNGC_COP_Dec_19_%28ID_215780%29.pdf?1576081547	Support Services	United Kingdom	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481500/original/Reporte_de_Sutentabilidad_2018_Banco_Naci%C3%B3n.pdf?1576088760	Banks	Argentina	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481501/original/CoP_Corporativo_Azucarero_Emiliano_Zapata_2018-2019.pdf?1576097777	Food Producers	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481502/original/Memoria_Breve_2018_.pdf?1576098988	Diversified	Spain	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481503/original/C%C3%B3digo_de_Explotaci%C3%B3n.pdf?1576098988	Diversified	Spain	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481507/original/Futamura_CSR_Report.pdf?1576115435	Chemicals	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481508/original/Informe_2018-19_Paulina_Youth_Hostel_Pacto_Mundial_ONU.pdf?1576120956	Travel & Leisure	Mexico	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481509/original/ASC_UN_GLOBAL_COMPACT_COP_-_2019_-.pdf?1576126850	Technology Hardware & Equip...	Myanmar	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481510/original/Communication_on_Progress_Nov__2019.pdf?1576128615	General Industrials	South Africa	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481511/original/Fuyo_Lease_Group_Integrated_Report_2019.pdf?1576133517	Financial Services	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481512/original/%E8%8A%99%E8%93%89%E3%83%AA%E3%83%BC%E3%82%B9%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97_%E7%B5%B1%E5%90%88%E5%A0%B1%E5%91%8A%E6%9B%B8_2019.pdf?1576133517	Financial Services	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481513/original/%E9%9B%86%E5%9B%A22019%E7%A4%BE%E8%B4%A30531%281%29%281%29.pdf?1576133635	Electricity	China	2019	Chinese-Cantonese	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481515/original/COP_invenio_AG_2019.pdf?1576138722	Industrial Engineering	Germany	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481517/original/2018_Informe_de_Progreso-Emesa_Prevenci%C3%B3n_S.L..pdf?1576139763	Support Services	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481519/original/Informe_Pacto_Mundial.pdf?1576142133	General Retailers	Spain	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481522/original/INFORME_DE_PROGRESO_2019.pdf?1576148923	Industrial Engineering	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481523/original/Reporte_de_Sustentabilidad_2018_-_Manfrey.pdf?1576149036	Food Producers	Argentina	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481526/original/COP_LALEMANT_FRANCE_publication_2019.pdf?1576155062	Support Services	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481527/original/CTICC_2019_Integrated_Annual_Report.pdf?1576155088	Travel & Leisure	South Africa	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481531/original/SSEs_COP_2019.pdf?1576156604	Support Services	Sweden	2019	Swedish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481532/original/COP__2018.pdf?1576162790	Support Services	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481540/original/INFORME_PROGRESO_ATOX_2018.pdf?1576166568	Industrial Metals & Mining	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481541/original/COP_2019.pdf?1576171648	Industrial Transportation	Italy	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481545/original/PACTO_MUNDIAL_2019.pdf?1576187345	Travel & Leisure	Mexico	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481546/original/PACTO_MUNDIAL_2019.pdf?1576187839	Travel & Leisure	Mexico	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481556/original/COP_2019.pdf?1576221195	Forestry & Paper	South Africa	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481557/original/UN_GLOBAL_COMPACT_COMMUNICATION_ON_PROGRESS_FINAL_2019.pdf?1576225926	Food Producers	Netherlands	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481558/original/Global_Compact_COP_2019__M._Busch_GmbH___Co._KG.pdf?1576226241	Automobiles & Parts	Germany	2019	German	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481559/original/LE34_COP_2019.pdf?1576226450	Support Services	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481560/original/SDG_LE34_1.pdf?1576226450	Support Services	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481563/original/Biotage_ENG_2018.pdf?1576230345	Pharmaceuticals & Biotechno...	Sweden	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481566/original/Lloyd's_Register_Group_AR19.pdf?1576235078	Diversified	United Kingdom	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481567/original/Memoria_RSC_2019_%28ejercicio_2018%29_.pdf?1576240758	Software & Computer Services	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481568/original/COP_2019_Asplan_Viak.pdf?1576242068	Support Services	Norway	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481570/original/WUG_COP-2019.pdf?1576242845	General Industrials	Germany	2019	German	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481571/original/Sterling_Bank_Plc_2019_Communication_on_Progress_Report.pdf?1576243311	Banks	Nigeria	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481572/original/COP12_2019_GB_GRIS_GROUP.pdf?1576246141	Industrial Metals & Mining	France	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481573/original/COP12_2019_FR_GRIS_GROUP.pdf?1576246141	Industrial Metals & Mining	France	2019	French	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481576/original/ULTIMO_REPORTE_PROGRESO_2018.pdf?1576248921	Construction & Materials	Peru	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481577/original/COP_ADS_2019.pdf?1576249950	General Industrials	Colombia	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481578/original/COP_Groupe_Rocher_2019.pdf?1576252871	Personal Goods	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481579/original/COP_INTEGRA_AES_2019.pdf?1576253423	Support Services	Italy	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481585/original/COP_Ragni_2018_2019_en.pdf?1576267250	Electronic & Electrical Equ...	France	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481586/original/Reporte_de_Sustentabilidad_CompuSoluciones_2019-.pdf?1576271569	Software & Computer Services	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481587/original/COP2019__NYCE.pdf?1576277268	Support Services	Mexico	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481589/original/Oceana_Group_Communication_on_Progress_Report___Letter_of_Support_2019.pdf?1576305596	Food Producers	South Africa	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481591/original/COP_2019.pdf?1576342538	Support Services	Mexico	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481592/original/COP_2019_JOBS.pdf?1576365329	Support Services	Paraguay	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481593/original/COP_GCT_2018.pdf?1576401731	Mining	Tunisia	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481594/original/UN_Global_Compact_15.12.2019.pdf?1576411004	Support Services	Germany	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481595/original/Weber_Unternehmensgruppe_COP_2019.pdf?1576430170	General Industrials	Germany	2019	German	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481596/original/UNITED_NATIONS_GLOBAL_COMPACT_COP_REPORT_2019.pdf?1576455426	Support Services	Australia	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481597/original/REPORTE_DE_SUSTENTABILIDAD_2019.pdf?1576456080	Industrial Engineering	Mexico	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481598/original/Landcom_2019_Sustainability_Report.pdf?1576456654	Real Estate Investment & Se...	Australia	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481600/original/2019_report_en.pdf?1576474839	Household Goods & Home Cons...	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481601/original/MinebeaMitsumi_CSR_Report_2019.pdf?1576475496	Electronic & Electrical Equ...	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481602/original/Informe_de_Progreso_2018.pdf?1576480210	Software & Computer Services	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481603/original/UN_GLOBAL_COMPACT_-_COP_2019.pdf?1576481520	Software & Computer Services	France	2019	French	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481604/original/CoP_AW_GROEP_2019_print.pdf?1576482049	General Industrials	Netherlands	2019	Dutch	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481605/original/Memoria_de_Responsabilidad_Social_2018-2019_LOPEZ_MATENCIO_S_A_%28v1%29.pdf?1576483693	Food Producers	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481607/original/Lindab_Sustainability_Report_2018_EN.pdf?1576485316	Construction & Materials	Sweden	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481608/original/Sanitas_Informe_anual_2018.pdf?1576486134	Financial Services	Spain	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481609/original/Global_Compact_Communication_2019.pdf?1576487806	Construction & Materials	Italy	2019	Italian	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481611/original/SCSK_Report_2019_%28%E3%82%B3%E3%83%94%E3%83%BC%E5%8F%AF%29.pdf?1576488996	General Industrials	Japan	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481612/original/%E7%B5%B1%E5%90%88%E5%A0%B1%E5%91%8A%E6%9B%B82019.pdf?1576488996	General Industrials	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481613/original/2019_INFORME_PROGRESO_.pdf?1576490399	Industrial Transportation	Spain	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481615/original/2019_INFORME_PROGRESO_.pdf?1576491135	Industrial Transportation	Spain	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481616/original/An_Post_UN_COP_issued.pdf?1576491506	Support Services	Ireland	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481618/original/%E7%BA%A2%E6%9D%BF2019%E4%BC%81%E4%B8%9A%E7%A4%BE%E4%BC%9A%E8%B4%A3%E4%BB%BB%E6%8A%A5%E5%91%8A_%282019-11-4%29.pdf?1576494240	Electronic & Electrical Equ...	China	2019	Chinese-Mandarin	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481620/original/BELGICAST_COP_2019.pdf?1576497500	Gas, Water & Multiutilities	Spain	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481621/original/BELGICAST_Informe_de_Progreso_2019.pdf?1576497500	Gas, Water & Multiutilities	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481623/original/COPAAW2019.pdf?1576504162	General Industrials	Tunisia	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481626/original/COP_2019_vf.pdf?1576505737	General Retailers	France	2019	French	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481627/original/2019-COP-H1_%28Dec2019%29_%281%29.pdf?1576505738	General Retailers	Netherlands	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481628/original/COP_2019__vuk.pdf?1576505737	General Retailers	France	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481629/original/MD-Sustainabilityreport-2018.pdf?1576505796	Oil Equipment, Services & D...	Denmark	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481630/original/CSL_COP_2019.pdf?1576506423	Automobiles & Parts	Italy	2019	Italian	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481636/original/Codigo_de_Conducta_Plaza_Forwarding_UN.pdf?1576518242	Industrial Transportation	Spain	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481637/original/R_Sustentabilidade_2018.pdf?1576519890	Gas, Water & Multiutilities	Portugal	2019	Portuguese	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481639/original/Reporte_Anual_Pacto_Global_2018_RevF.pdf?1576524780	Support Services	Colombia	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481642/original/Memoria_de_Sostenibilidad_Grupo_Xcaret_2018.pdf?1576528316	Travel & Leisure	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481643/original/Relatorio_do_Pacto_Global_-_COMUNICA%C3%87%C3%83O_DE_PROGRESSO_2019_revisado_%28002%29.pdf?1576529962	Construction & Materials	Brazil	2019	Portuguese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481645/original/report_Relato_COP_2019_OK5.pdf?1576533904	Support Services	Brazil	2019	Portuguese	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481648/original/Informe_de_Progreso_2018.pdf?1576570117	Chemicals	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481650/original/COP_2018__Almi_F%C3%B6retagspartner_AB_191216.pdf?1576570451	Banks	Sweden	2019	Swedish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481651/original/CoP_2019.pdf?1576571261	Fixed Line Telecommunications	Greece	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481652/original/Communication_in_progress_2019.pdf?1576572492	Technology Hardware & Equip...	Sweden	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481653/original/code-of-conduct-18-19.pdf?1576572492	Technology Hardware & Equip...	Sweden	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481654/original/ahl_affisch_miljomal_2018-ahlsell-ab-english.pdf?1576572492	Technology Hardware & Equip...	Sweden	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481656/original/2019_12_16_Global_Compact_Axivas_GmbH.pdf?1576573225	Software & Computer Services	Germany	2019	German	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481657/original/COP2020.pdf?1576574100	Support Services	France	2019	French	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481658/original/Canon_Europe_Ltd_UNGC_COP_2019_PDF.pdf?1576574458	Technology Hardware & Equip...	United Kingdom	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481659/original/COP_-_CEO_Statement.pdf?1576575194	Construction & Materials	Italy	2019	Italian	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481660/original/COP_-_Report.pdf?1576575194	Construction & Materials	Italy	2019	Italian	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481667/original/AySA__ReporteSustentabilidad__2018.pdf?1576586847	Gas, Water & Multiutilities	Argentina	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481669/original/COP_Orana_Group_-_ODK_2018-19.pdf?1576588497	Food Producers	Denmark	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481670/original/ht_prijelom_izvjesca_o_odrzivosti_A4_20191010_%285%29.pdf?1576589735	Fixed Line Telecommunications	Croatia	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481672/original/LKS_INFORME_2018_PACTO_MUNDIAL.pdf?1576593008	Construction & Materials	Spain	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481673/original/Lynk___Co_UN_Global_Compact_Communication_of_Progress.pdf?1576599035	Automobiles & Parts	Sweden	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481674/original/Tecan_Communication_on_Progress.pdf?1576600605	Health Care Equipment & Ser...	Switzerland	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481675/original/RA_Localiza_2018_interativo_1510.pdf?1576604549	Travel & Leisure	Brazil	2019	Portuguese	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481676/original/Localiza_2018_interativo_ingl%C3%AAs.pdf?1576604549	Travel & Leisure	Brazil	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481678/original/INFORME_PACTO_GLOBAL.pdf?1576611471	Financial Services	Ecuador	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481679/original/CoP_IPS_2017___2018.pdf?1576612244	Support Services	Mexico	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481680/original/AFP-PRIMA_-_Reporte_de_Sostenibilidad_2018II.pdf?1576615082	Nonlife Insurance	Peru	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481682/original/COP-Reporte_Anual.pdf?1576633018	Electricity	Mexico	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481683/original/COP_CDN_2018.2019.pdf?1576637750	Media	Brazil	2019	Portuguese	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481684/original/RRKL_COP-2019.pdf?1576653159	General Industrials	India	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481686/original/Ingleby_Farming_With_Nature_Report_2018-19.pdf?1576656065	Food Producers	Denmark	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481689/original/CARTA_PACTO_MUNDIAL_2019.pdf?1576658115	Food Producers	Spain	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481690/original/Memoria_Definitiva_CAPSA_2018.pdf?1576658115	Food Producers	Spain	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481691/original/INFORME_DE_PROGRESO.pdf?1576659517	Industrial Goods & Services	Spain	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481692/original/2018_Informe_Progreso_UNGC-SINERGIS.pdf?1576660383	Support Services	Spain	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481693/original/Sommaire_-_rapport_d%C3%A9veloppement_durable___10_principes.pdf?1576660675	Food Producers	Switzerland	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481694/original/RapDevDur_2018_v6_LD.pdf?1576660675	Food Producers	Switzerland	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481707/original/COP_NeoXam_2019.pdf?1576674644	Software & Computer Services	France	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481708/original/COMMUNICATION_ON_PROGRESS_Whizz_Education_18.12.19_%281%29.pdf?1576675752	Software & Computer Services	United Kingdom	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481710/original/Annual_report_2018.pdf?1576677681	Nonlife Insurance	Norway	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481712/original/UN_GC_Fortschrittsbericht_2018_%28COP%29.pdf?1576679710	Chemicals	Germany	2019	German	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481715/original/UN-Global-Compact-COP-2019--Nathan.pdf?1576682764	Support Services	United State...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481716/original/Rapport_RSE_SL_2019_PDF.pdf?1576684573	Food Producers	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/481717/original/NLNG_COP_Report_2018.pdf?1576684897	Oil & Gas Producers	Nigeria	2019	English	yes	no
